message_type,repeat_indicator,mmsi,navigation_status,rate_of_turn,speed_over_ground,position_accuracy,longitude,lon_hemisphere,latitude,lat_hemisphere,course_over_ground,true_heading,utc_second,sync_state,slot_timeout,raim_flag
1,0,413133000,0,+0.0,0.0,1,103.7927200,E,1.2665383,N,285.8,31,33,0,0,0
3,0,636024446,0,+127.0,0.4,0,103.7611517,E,1.2869750,N,161.4,272,32,0,0,0
1,0,566052000,0,-128.0,0.0,0,103.7539317,E,1.2967450,N,269.7,511,35,0,1,1
1,0,565418000,0,-128.0,0.1,1,103.7605133,E,1.2908933,N,360.0,511,35,0,2,1
3,0,229639000,5,+0.0,0.0,0,103.7872650,E,1.2573800,N,327.9,31,35,0,5,0
1,0,352002402,0,-128.0,0.1,1,103.7541467,E,1.2967267,N,280.0,511,35,0,0,1
1,0,352001448,0,+6.4,0.4,1,103.7371383,E,1.2813033,N,74.9,317,23,0,6,0
1,0,563185100,0,+0.0,0.1,0,103.7602383,E,1.2910717,N,88.9,300,34,0,4,0
1,0,563218000,11,-128.0,0.0,1,103.7571383,E,1.2996200,N,51.4,511,35,0,0,1
1,0,563187800,0,+127.0,0.7,1,103.7797467,E,1.2661917,N,122.5,122,34,0,1,0
1,0,566623000,8,-128.0,0.1,1,103.7605083,E,1.2910217,N,11.2,511,38,0,1,0
1,0,563184200,0,-128.0,0.1,0,103.7612917,E,1.2902567,N,289.6,511,38,0,4,0
3,0,200000000,15,-128.0,0.0,0,0,0,0,0,360.0,511,60,3,0,0
1,0,563066530,0,-128.0,0.1,1,103.7608417,E,1.2907650,N,186.0,511,38,0,5,0
3,0,563021430,0,-128.0,0.2,1,103.7608250,E,1.2915583,N,137.0,511,39,0,0,1
1,0,563029950,15,-128.0,0.1,1,103.7610850,E,1.2914817,N,360.0,511,39,0,3,1
3,0,538010941,5,+0.4,0.0,0,103.7549767,E,1.3012983,N,209.9,338,40,0,5,0
3,0,563073720,0,-1.1,1.1,0,103.7537300,E,1.2966767,N,174.3,322,32,0,0,0
1,0,525107020,0,+0.0,2.5,1,103.7431333,E,1.2727167,N,106.0,106,38,0,3,0
1,0,538008785,0,+0.0,0.0,1,103.7698333,E,1.2363500,N,282.0,130,40,0,5,0
1,0,413133000,0,+0.0,0.0,1,103.7927283,E,1.2665600,N,285.8,31,42,0,3,0
3,0,563073720,0,-4.5,1.2,0,103.7537317,E,1.2966583,N,173.0,321,36,0,0,0
3,0,564046000,5,+0.0,0.0,1,103.7552550,E,1.3006400,N,266.1,335,45,0,5,1
1,0,563185100,0,+0.0,0.0,0,103.7602383,E,1.2910700,N,144.6,300,43,0,2,0
1,0,564215000,15,-128.0,1.0,1,103.7371600,E,1.2828267,N,86.1,511,45,0,2,1
1,0,565418000,0,-128.0,0.2,1,103.7605133,E,1.2908917,N,360.0,511,45,0,1,1
1,0,352001448,0,+7.5,0.4,1,103.7371600,E,1.2813083,N,78.0,318,33,0,5,0
1,0,563187800,0,+0.0,0.7,1,103.7797667,E,1.2661750,N,121.7,122,43,0,0,0
1,0,563014980,2,-128.0,0.0,1,103.7537467,E,1.2966900,N,360.0,511,46,0,2,1
1,0,566623000,8,-128.0,0.1,1,103.7605183,E,1.2910150,N,11.4,511,47,0,2,0
1,0,563184200,0,-128.0,0.1,0,103.7613083,E,1.2902833,N,289.6,511,48,0,5,0
3,0,563073720,0,-6.4,1.4,0,103.7537367,E,1.2966283,N,170.7,321,41,0,0,0
1,0,563218000,11,-128.0,0.0,1,103.7571383,E,1.2996200,N,51.4,511,46,0,2,1
1,0,565081000,0,-720.0,6.5,1,103.7546467,E,1.2678383,N,262.1,256,46,0,1,1
3,0,200000000,15,-128.0,0.0,0,0,0,0,0,360.0,511,60,3,0,0
1,0,563021430,0,-128.0,0.2,1,103.7608250,E,1.2915533,N,131.2,511,49,0,4,1
1,0,563010320,0,+0.0,10.2,0,103.7466667,E,1.2432000,N,84.0,86,47,0,1,0
1,0,563029950,15,-128.0,0.1,1,103.7610933,E,1.2914850,N,360.0,511,50,0,5,1
1,0,525107020,0,+0.0,2.6,1,103.7432333,E,1.2726833,N,107.0,106,47,0,3,0
1,0,563022400,0,-128.0,0.0,1,103.7557600,E,1.3026883,N,360.0,511,52,0,4,0
1,0,533131049,3,-128.0,0.0,0,103.7556667,E,1.3026667,N,278.0,511,49,0,1,0
1,0,563073720,0,-10.0,1.5,0,103.7537433,E,1.2965867,N,165.1,324,47,0,4,0
1,0,563187800,0,+0.0,0.7,1,103.7797917,E,1.2661550,N,124.0,123,53,0,4,0
1,0,563185100,0,+0.0,0.1,0,103.7602383,E,1.2910700,N,221.0,300,54,0,4,0
1,0,477929200,0,+0.0,0.5,0,103.7812117,E,1.2674217,N,125.7,33,54,0,5,0
1,0,352001448,0,+8.7,0.4,1,103.7371750,E,1.2813083,N,80.6,320,44,0,4,0
3,0,538010938,5,+0.0,0.0,0,103.7556267,E,1.3006783,N,327.4,333,57,0,5,0
1,0,352002402,0,-128.0,0.0,1,103.7541483,E,1.2967217,N,280.0,511,56,0,2,1
1,0,566623000,8,-128.0,0.1,1,103.7605150,E,1.2910083,N,11.5,511,58,0,4,0
1,0,563184200,0,-128.0,0.0,0,103.7613617,E,1.2903817,N,289.6,511,58,0,5,0
3,0,200000000,15,-128.0,0.0,0,0,0,0,0,360.0,511,60,3,0,0
1,0,563010320,0,+0.0,10.2,0,103.7469833,E,1.2432333,N,84.0,86,57,0,6,0
1,0,525107020,0,+0.0,2.6,1,103.7433333,E,1.2726500,N,107.0,106,56,0,1,0
1,0,563029950,15,-128.0,0.1,1,103.7611000,E,1.2914867,N,360.0,511,59,0,1,1
3,0,563073720,0,-12.9,1.8,0,103.7537550,E,1.2965417,N,164.3,324,53,0,0,0
3,0,413133000,5,+0.0,0.0,1,103.7927183,E,1.2665650,N,285.8,31,2,0,5,0
1,0,566612000,0,-128.0,0.0,0,103.8213600,E,1.2373433,N,6.4,511,1,0,3,0
1,0,566052000,0,-128.0,0.0,0,103.7538833,E,1.2967550,N,261.9,511,5,0,3,1
1,0,563009860,0,-128.0,0.1,1,103.7708467,E,1.2683700,N,323.1,511,6,0,5,0
1,0,563185100,0,+0.0,0.1,0,103.7602400,E,1.2910717,N,222.3,300,3,0,3,0
1,0,477929200,0,+0.0,0.5,0,103.7812350,E,1.2674083,N,125.4,33,3,0,5,0
1,0,352001448,0,+10.0,0.4,1,103.7371850,E,1.2813083,N,82.3,321,53,0,6,0
3,0,563187800,0,+0.0,0.7,1,103.7798133,E,1.2661350,N,125.7,122,3,0,0,0
3,0,636015481,5,+0.0,0.0,0,103.7663150,E,1.2706950,N,290.7,121,15,0,0,0
1,0,566623000,8,-128.0,0.1,1,103.7605100,E,1.2910133,N,11.5,511,8,0,5,0
1,0,352002402,0,-128.0,0.0,1,103.7541433,E,1.2967167,N,280.0,511,6,0,0,1
1,0,248756000,0,+1.1,5.6,0,103.7655833,E,1.2632167,N,307.2,306,7,1,0,0
1,0,563066530,0,-128.0,0.1,1,103.7607717,E,1.2907650,N,184.2,511,7,0,3,0
1,0,563009180,0,-128.0,8.8,1,103.7506450,E,1.2786650,N,174.8,511,9,0,0,0
3,0,565081000,0,-720.0,6.5,1,103.7539950,E,1.2676883,N,255.7,252,8,0,0,1
1,0,563029950,15,-128.0,0.0,1,103.7611017,E,1.2914900,N,360.0,511,9,0,2,1
3,0,341987000,1,-128.0,2.9,1,103.7475467,E,1.2858817,N,198.7,511,10,0,0,1
1,0,563022400,0,-128.0,0.0,1,103.7557600,E,1.3026883,N,360.0,511,12,0,5,0
3,0,413133000,5,+0.0,0.0,1,103.7927083,E,1.2665567,N,285.8,31,12,0,6,0
1,0,564215000,15,-128.0,0.9,1,103.7372933,E,1.2828383,N,86.7,511,14,0,1,1
1,0,563185100,0,+0.0,0.0,0,103.7602433,E,1.2910733,N,265.6,300,13,0,7,0
1,0,563083840,5,+0.0,8.9,1,103.7506850,E,1.2847033,N,33.5,33,13,0,3,0
1,0,636024446,0,+0.0,0.9,0,103.7610550,E,1.2869417,N,265.1,277,13,0,2,0
1,0,566623000,8,-128.0,0.1,1,103.7605033,E,1.2910150,N,11.5,511,16,0,4,0
1,0,565418000,0,-128.0,0.1,1,103.7605133,E,1.2908933,N,360.0,511,16,0,2,1
1,0,352002402,0,-128.0,0.0,1,103.7541400,E,1.2967117,N,280.0,511,16,0,3,1
1,0,563187800,0,+127.0,0.7,1,103.7798383,E,1.2661067,N,123.8,123,14,0,0,0
1,0,352001448,0,+10.0,0.2,1,103.7371667,E,1.2812867,N,87.8,323,5,0,1,0
1,0,200000000,15,-128.0,0.0,0,0,0,0,0,360.0,511,60,3,4,0
1,0,477929200,0,+0.0,0.5,0,103.7812633,E,1.2673933,N,125.3,33,15,0,6,0
1,0,563010320,0,+0.0,10.2,0,103.7478000,E,1.2433000,N,85.0,87,17,0,5,0
1,0,563029950,15,-128.0,0.1,1,103.7610983,E,1.2914967,N,360.0,511,19,0,0,1
3,0,636018069,5,+0.0,0.0,0,103.7618333,E,1.2829867,N,314.9,121,35,0,0,0
3,0,574005850,1,+0.0,0.1,1,103.8125167,E,1.2334333,N,212.0,280,17,0,5,0
3,0,636023786,5,+0.0,0.1,0,103.7664317,E,1.2799717,N,315.8,121,49,0,5,0
3,0,563073720,0,-98.6,0.7,0,103.7537550,E,1.2964767,N,241.9,267,13,0,0,0
1,0,636021221,15,-128.0,0.0,0,103.6794167,E,1.2947667,N,360.0,511,19,0,5,0
3,0,636023705,5,+0.0,0.0,0,103.7521283,E,1.2960117,N,49.6,355,22,0,5,0
1,0,563073720,0,-125.4,0.9,0,103.7537433,E,1.2964733,N,262.0,255,16,0,0,0
3,0,563073720,0,-125.4,0.9,0,103.7537433,E,1.2964733,N,262.0,255,16,0,0,0
1,0,413133000,5,+0.0,0.1,1,103.7927150,E,1.2665617,N,303.2,31,23,0,0,0
3,0,563161800,5,+0.0,0.0,1,103.7724700,E,1.2710650,N,11.8,32,25,0,5,1
3,0,563083710,5,+17.9,0.0,1,103.7607850,E,1.2916617,N,90.7,511,24,0,5,0
1,0,477929200,0,+0.0,0.5,0,103.7812867,E,1.2673783,N,125.3,33,24,0,0,0
3,0,240990000,1,+0.0,0.0,1,103.8127500,E,1.2388167,N,23.0,278,26,0,0,0
1,0,564215000,15,-128.0,1.0,1,103.7373400,E,1.2828400,N,94.6,511,25,0,2,1
1,0,563185100,0,+0.0,0.1,0,103.7602433,E,1.2910700,N,186.7,300,24,0,3,0
3,0,563187800,0,+0.0,0.7,1,103.7798633,E,1.2660917,N,122.5,125,23,0,0,0
1,0,563083840,5,+127.0,8.9,1,103.7509350,E,1.2850817,N,33.8,38,24,0,6,0
1,0,352001448,0,+11.4,0.1,1,103.7371783,E,1.2812900,N,94.8,325,14,0,0,0
3,0,563073720,0,-155.4,0.6,0,103.7537317,E,1.2964667,N,229.4,241,20,0,0,0
1,0,566623000,8,-128.0,0.0,1,103.7604967,E,1.2910150,N,279.9,511,28,0,0,0
1,0,352002402,0,-128.0,0.0,1,103.7541383,E,1.2967067,N,280.0,511,27,0,1,1
1,0,565081000,0,+0.0,6.6,1,103.7534417,E,1.2675150,N,251.9,249,27,0,7,1
1,0,248756000,0,-1.1,5.6,0,103.7651833,E,1.2635333,N,308.4,306,27,1,0,0
1,0,563029950,15,-128.0,0.1,1,103.7610917,E,1.2914967,N,360.0,511,30,0,0,1
1,0,538008785,0,+0.0,0.0,1,103.7698167,E,1.2363500,N,282.0,130,29,0,2,0
1,0,566449000,0,+0.0,0.0,0,103.7422000,E,1.2928983,N,15.3,115,31,0,3,0
1,0,215158000,0,+1.1,9.5,0,103.6823800,E,1.2212933,N,219.7,220,32,0,7,0
3,0,563451000,0,-720.0,5.5,0,103.7594383,E,1.2688750,N,332.5,322,33,0,0,0
1,0,413133000,5,+0.0,0.1,1,103.7927067,E,1.2665500,N,300.8,31,32,0,0,0
3,0,563451000,0,+0.0,5.5,0,103.7594267,E,1.2688950,N,331.4,321,35,0,0,0
1,0,565418000,0,-128.0,0.2,1,103.7605000,E,1.2908950,N,360.0,511,35,0,1,1
1,0,566096000,0,-128.0,2.1,0,103.7611950,E,1.2863200,N,335.6,511,37,0,2,1
1,0,352001448,0,+12.9,0.1,1,103.7371850,E,1.2812917,N,118.6,327,24,0,5,0
1,0,477929200,0,+0.0,0.5,0,103.7813117,E,1.2673617,N,125.6,33,34,0,1,0
1,0,563185100,0,+0.0,0.1,0,103.7602433,E,1.2910683,N,177.1,301,34,0,3,0
3,0,574005800,5,+0.0,0.0,1,103.7762183,E,1.2771367,N,79.9,30,36,0,0,0
1,0,248756000,0,-1.1,5.5,0,103.7650000,E,1.2636833,N,308.5,306,36,1,0,0
1,0,563187800,0,+0.0,0.7,1,103.7798900,E,1.2660733,N,121.5,126,34,0,0,0
1,0,636024446,0,+0.0,1.4,0,103.7609150,E,1.2869400,N,272.5,279,35,0,6,0
1,0,563184200,0,-128.0,0.0,0,103.7612933,E,1.2901817,N,289.6,511,38,0,3,0
1,0,200000000,15,-128.0,0.0,0,0,0,0,0,360.0,511,60,3,4,0
1,0,563010320,0,+0.0,10.3,0,103.7486000,E,1.2433333,N,86.0,86,36,0,5,0
1,0,563029950,15,-128.0,0.0,1,103.7610967,E,1.2914950,N,360.0,511,39,0,2,1
1,0,413133000,5,+0.0,0.1,1,103.7927050,E,1.2665483,N,301.1,32,42,0,0,0
1,0,563185100,0,+0.0,0.1,0,103.7602450,E,1.2910683,N,194.8,301,43,0,1,0
1,0,566096000,0,-128.0,1.8,0,103.7611383,E,1.2863950,N,323.6,511,46,0,5,1
1,0,563083840,5,-720.0,8.9,1,103.7514400,E,1.2856850,N,41.1,39,43,0,4,0
1,0,566623000,8,-128.0,0.1,1,103.7605017,E,1.2910000,N,234.2,511,47,0,1,0
1,0,414360000,0,+0.2,0.1,1,103.8129967,E,1.2208767,N,106.6,296,39,0,2,0
1,0,248756000,0,-1.1,5.5,0,103.7647667,E,1.2638667,N,308.3,305,47,1,0,0
1,0,563066530,0,-128.0,0.3,1,103.7608133,E,1.2907533,N,177.8,511,48,0,1,0
1,0,565733000,0,-720.0,7.0,0,103.7517717,E,1.2684083,N,251.4,248,51,0,1,0
1,0,341987000,1,-128.0,2.9,1,103.7473800,E,1.2853600,N,198.8,511,50,0,0,1
1,0,413133000,5,+0.0,0.0,1,103.7927017,E,1.2665367,N,299.8,32,52,0,0,0
3,0,414310000,5,+0.0,0.0,0,103.7804133,E,1.2626017,N,141.1,31,52,0,5,0
1,0,563187800,0,+127.0,0.7,1,103.7799467,E,1.2660450,N,123.9,128,53,0,3,0
1,0,565418000,0,-128.0,0.2,1,103.7605000,E,1.2908933,N,360.0,511,56,0,2,1
1,0,563185100,0,+0.0,0.1,0,103.7602467,E,1.2910683,N,212.0,302,54,0,3,0
1,0,477929200,0,+0.0,0.5,0,103.7813633,E,1.2673250,N,125.9,32,54,0,4,0
1,0,352001448,0,+14.5,0.0,1,103.7371917,E,1.2812933,N,143.5,332,44,0,3,0
1,0,565207000,15,-128.0,0.2,0,103.7608650,E,1.2911483,N,350.0,511,56,0,2,1
1,0,352002402,0,-128.0,0.0,1,103.7541500,E,1.2967067,N,280.0,511,56,0,1,1
1,0,563184200,0,-128.0,0.0,0,103.7613350,E,1.2902483,N,289.6,511,58,0,4,0
1,0,200000000,15,-128.0,0.0,0,0,0,0,0,360.0,511,60,3,5,0
1,0,248756000,0,+0.0,5.4,0,103.7645667,E,1.2640167,N,307.7,305,57,1,0,0
1,0,563010320,0,+0.0,10.3,0,103.7493833,E,1.2433833,N,86.0,84,56,0,5,0
1,0,563029950,15,-128.0,0.0,1,103.7611050,E,1.2914983,N,360.0,511,59,0,0,1
1,0,538008785,0,+0.0,0.0,1,103.7697500,E,1.2363667,N,282.0,130,59,0,2,0
3,0,352002881,5,+0.0,0.0,0,103.7525117,E,1.2848450,N,139.9,30,3,0,5,0
3,0,372205000,1,+0.0,0.1,1,103.8106700,E,1.2439933,N,243.1,271,16,0,5,0
1,0,563185100,0,+0.0,0.1,0,103.7602533,E,1.2910667,N,19.2,302,3,0,2,0
1,0,477929200,0,+0.0,0.5,0,103.7813850,E,1.2673083,N,125.8,32,3,0,4,0
1,0,563218000,11,-128.0,0.0,1,103.7571350,E,1.2996233,N,51.4,511,5,0,7,1
1,0,352001448,0,+16.1,0.1,1,103.7372050,E,1.2813133,N,268.3,334,53,0,5,0
1,0,565418000,0,-128.0,0.3,1,103.7605000,E,1.2908933,N,360.0,511,6,0,3,1
1,0,563187800,0,+0.0,0.7,1,103.7799800,E,1.2660367,N,120.8,129,3,0,4,0
3,0,538003120,5,+0.0,0.0,0,103.7789500,E,1.2600667,N,247.0,29,4,0,5,0
1,0,566096000,0,-128.0,2.1,0,103.7609417,E,1.2864933,N,297.8,511,7,0,4,1
3,0,538003120,5,+0.0,0.0,0,103.7789500,E,1.2600667,N,247.0,29,4,0,5,0
1,0,636024446,0,+0.0,2.2,0,103.7606483,E,1.2869733,N,280.4,280,4,0,3,0
1,0,563021430,0,-128.0,0.5,1,103.7608083,E,1.2915567,N,147.9,511,8,0,5,1
1,0,352002402,0,-128.0,0.0,1,103.7541483,E,1.2967033,N,280.0,511,7,0,7,1
3,0,351563000,5,+0.0,0.0,1,103.7618650,E,1.2897383,N,356.6,121,7,0,5,1
3,0,636018263,5,+0.0,0.0,0,103.7648500,E,1.2811017,N,348.0,122,4,0,0,0
1,0,200000000,15,-128.0,0.0,0,0,0,0,0,360.0,511,60,3,3,0
1,0,565081000,0,+0.0,6.7,1,103.7522850,E,1.2670400,N,246.2,244,7,0,7,1
3,0,563029950,15,-128.0,0.1,1,103.7611033,E,1.2914967,N,360.0,511,9,0,1,1
3,0,431315000,5,+0.0,0.0,0,103.7623767,E,1.2731183,N,72.9,300,10,0,5,0
1,0,341987000,1,-128.0,3.0,1,103.7473000,E,1.2850917,N,196.4,511,10,0,0,1
1,0,566449000,0,+0.0,0.0,0,103.7421867,E,1.2928817,N,15.3,115,11,0,1,0
3,0,563088700,5,+0.0,0.0,0,103.7913067,E,1.2645900,N,280.2,30,12,0,5,0
1,0,566052000,0,-128.0,0.0,0,103.7538867,E,1.2967683,N,271.3,511,14,0,6,1
1,0,564215000,15,-128.0,1.4,1,103.7376133,E,1.2827850,N,109.0,511,14,0,0,1
1,0,563185100,0,+0.0,0.1,0,103.7602567,E,1.2910667,N,16.7,303,13,0,6,0
1,0,566096000,0,-128.0,2.4,0,103.7608433,E,1.2865317,N,289.4,511,16,0,3,1
3,0,211124000,1,-0.4,0.1,0,103.7681567,E,1.1708633,N,4.5,254,14,0,5,0
1,0,563083840,5,+127.0,8.9,1,103.7522517,E,1.2866117,N,42.3,44,13,0,2,0
1,0,636024446,0,+0.0,2.4,0,103.7605317,E,1.2869967,N,280.9,280,14,0,1,0
1,0,566623000,8,-128.0,0.1,1,103.7605183,E,1.2910050,N,235.4,511,16,0,3,0
1,0,565418000,0,-128.0,0.3,1,103.7605000,E,1.2908950,N,360.0,511,16,0,1,1
1,0,352002402,0,-128.0,0.1,1,103.7541433,E,1.2967017,N,280.0,511,16,0,2,1
1,0,352001448,0,+17.9,0.2,1,103.7371983,E,1.2813250,N,284.1,337,4,0,0,0
1,0,565207000,15,-128.0,0.0,0,103.7608667,E,1.2911617,N,347.0,511,16,0,3,1
1,0,200000000,15,-128.0,0.0,0,0,0,0,0,360.0,511,60,3,3,0
1,0,477929200,0,+0.0,0.5,0,103.7814150,E,1.2672850,N,125.9,32,15,0,5,0
1,0,563066530,0,-128.0,0.2,1,103.7608100,E,1.2907533,N,179.9,511,17,0,6,0
1,0,563010320,0,+0.0,10.3,0,103.7501833,E,1.2434500,N,85.0,84,18,0,4,0
1,0,563022400,0,-128.0,0.0,1,103.7557600,E,1.3026883,N,360.0,511,21,0,3,0
3,0,525005283,5,-128.0,0.0,0,103.7263367,E,1.3008217,N,283.4,511,22,0,5,0
1,0,412760000,0,-720.0,2.3,1,103.7180333,E,1.2969783,N,184.9,141,17,0,2,0
1,0,563185100,0,+0.0,0.0,0,103.7602583,E,1.2910650,N,5.1,303,24,0,2,0
1,0,563009190,0,-128.0,0.0,1,103.7602817,E,1.2911283,N,69.3,511,27,0,1,0
1,0,563187800,0,+0.0,0.7,1,103.7800367,E,1.2660050,N,128.3,128,23,0,0,0
1,0,477929200,0,+0.0,0.5,0,103.7814350,E,1.2672683,N,125.9,32,24,0,3,0
1,0,636024446,0,+0.0,2.8,0,103.7604050,E,1.2870250,N,281.9,280,24,0,0,0
1,0,352001448,0,+19.7,0.3,1,103.7371767,E,1.2813267,N,290.0,340,14,0,5,0
1,0,563083840,5,+0.0,8.9,1,103.7525650,E,1.2869417,N,43.8,45,24,0,5,0
3,0,414360000,0,+0.2,0.0,1,103.8130033,E,1.2208750,N,90.8,296,19,0,4,0
1,0,352002402,0,-128.0,0.0,1,103.7541400,E,1.2967033,N,280.0,511,27,0,0,1
1,0,563066530,0,-128.0,0.2,1,103.7607850,E,1.2907583,N,190.8,511,27,0,2,0
1,0,563184200,0,-128.0,0.1,0,103.7614033,E,1.2903750,N,235.8,511,28,0,2,0
3,0,563029950,15,-128.0,0.2,1,103.7611083,E,1.2915000,N,360.0,511,29,0,0,1
